,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20150713 14:12:37:770,-33,11.2,0.0,1.03,32.96358,-117.06461,0.014142135,true,3,17,-1.9,242.4,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:37:958,-37,11.2,0.0,1.04,32.96358,-117.06461,0.0,true,3,17,-1.9,242.38,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:38:156,-35,11.2,0.0,1.01,32.96358,-117.06461,0.0,true,3,17,-1.9,242.37,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:38:377,-42,11.2,0.0,1.01,32.96358,-117.06461,0.014142135,true,3,17,-1.9,242.37,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:38:590,-33,11.2,0.0,1.01,32.96358,-117.06461,0.01,true,3,17,-1.9,242.36,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:38:640,-43,11.2,0.0,1.01,32.96358,-117.06461,0.01,true,3,17,-1.9,242.36,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:38:847,-31,11.2,0.0,0.99,32.96358,-117.06461,0.0,true,3,17,-1.9,242.34,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:39:234,-35,11.2,0.0,0.94,32.96358,-117.06461,0.0,true,3,17,-1.9,242.3,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:39:438,-31,11.2,0.0,0.93,32.96358,-117.06461,0.0,true,3,17,-1.9,242.28,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:39:644,-42,11.2,0.0,0.9,32.96358,-117.06461,0.01,true,3,17,-1.9,242.27,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:39:834,-32,11.2,0.0,0.9,32.96358,-117.06461,0.01,true,3,17,-1.9,242.24,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:39:924,-40,11.2,0.0,0.91,32.96358,-117.06461,0.01,true,3,17,-1.9,242.23,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:40:116,-31,11.2,0.0,0.91,32.96358,-117.06461,0.01,true,3,17,-1.9,242.22,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:40:544,-36,11.2,0.0,0.93,32.96358,-117.06461,2.56,true,3,17,-1.9,242.18,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:40:754,-31,11.2,0.0,0.98,32.96358,-117.06461,2.5500195,true,3,17,-1.9,242.16,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:40:920,-44,11.2,0.0,0.99,32.96358,-117.06461,0.0,true,3,17,-1.9,242.14,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:41:323,-42,11.2,0.0,0.99,32.96358,-117.06461,0.01,true,3,17,-1.9,242.11,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:41:553,-35,11.2,0.0,0.95,32.96358,-117.06461,0.01,true,3,17,-1.9,242.1,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:41:803,-36,11.2,0.0,0.92,32.96358,-117.06461,0.0,true,3,17,-1.9,242.1,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:41:998,-32,11.2,0.0,0.92,32.96358,-117.06461,0.01,true,3,17,-1.9,242.1,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:42:202,-43,11.2,0.0,0.93,32.96358,-117.06461,0.0,true,3,17,-1.9,242.09,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:42:605,-39,11.2,0.0,0.96,32.96358,-117.06461,0.01,true,3,17,-1.9,242.08,-0.97,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:42:836,-34,11.2,0.0,0.96,32.96358,-117.06461,0.01,true,3,17,-1.9,242.08,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:43:076,-37,11.2,0.0,0.99,32.96358,-117.06461,0.0,true,3,17,-1.9,242.07,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:43:275,-33,11.2,0.0,1.0,32.96358,-117.06461,0.0,true,3,17,-1.9,242.06,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:43:495,-45,11.2,0.0,0.96,32.96358,-117.06461,0.0,true,3,17,-1.9,242.05,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:43:682,-33,11.2,0.0,0.97,32.96358,-117.06461,0.01,true,3,17,-1.9,242.04,-0.99,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:43:762,-43,11.2,0.0,0.98,32.96358,-117.06461,0.01,true,3,17,-1.9,242.04,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:43:971,-33,11.2,0.0,1.0,32.96358,-117.06461,0.01,true,3,17,-1.9,242.03,-0.98,15,225,1,3,21,16,false,2,0,0.4
20150713 14:12:44:357,-37,11.2,0.0,0.98,32.96358,-117.06461,0.01,true,3,17,-1.9,242.02,-0.99,15,225,1,3,21,16,false,2,0,0.45
20150713 14:12:44:559,-34,11.2,0.0,1.02,32.96358,-117.06461,0.01,true,3,17,-1.9,242.01,-0.99,15,225,1,3,21,16,false,2,0,0.45
20150713 14:12:44:763,-46,11.2,0.0,1.01,32.96358,-117.06461,0.01,true,3,17,-1.9,242.0,-0.98,15,225,1,3,21,16,false,2,0,0.45
20150713 14:12:45:042,-44,11.3,0.0,1.05,32.96358,-117.06461,0.01,true,3,17,-1.91,241.99,-0.99,15,225,1,3,21,16,false,2,0,0.45
20150713 14:12:45:246,-35,11.3,0.0,1.01,32.96358,-117.06461,0.01,true,3,17,-1.91,241.99,-0.99,15,225,1,3,21,16,false,2,0,0.45
20150713 14:12:45:639,-40,11.3,0.0,0.98,32.96358,-117.06461,0.01,true,3,17,-1.91,241.98,-0.99,15,225,1,3,21,16,false,2,0,0.45
20150713 14:12:45:847,-34,11.3,0.0,0.98,32.963585,-117.06461,0.01,true,3,17,-1.91,241.98,-0.99,15,225,1,3,21,16,false,2,0,0.45
20150713 14:12:46:036,-45,11.3,0.0,0.96,32.963585,-117.06461,0.014142135,true,3,17,-1.9,241.98,-0.98,15,225,1,3,21,16,false,2,0,0.45
20150713 14:12:46:420,-43,11.3,0.0,0.93,32.963585,-117.06461,0.014142135,true,3,17,-1.9,241.99,-0.99,15,225,1,3,21,16,false,2,0,0.45
20150713 14:12:46:629,-36,11.2,0.0,0.92,32.963585,-117.06461,0.0,true,3,17,-1.91,242.0,-0.99,15,225,1,3,21,8,false,2,0,0.45
20150713 14:12:46:920,-38,11.2,0.0,0.92,32.963585,-117.06461,2.5500195,true,3,17,-1.93,242.05,-1.01,15,225,1,3,21,8,false,2,0,0.45
20150713 14:12:47:122,-32,11.2,0.0,0.92,32.963585,-117.06461,0.014142135,true,3,17,-1.89,242.18,-1.02,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:47:326,-45,11.2,0.0,0.84,32.963585,-117.06461,2.55,true,3,17,-1.88,242.22,-1.0,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:47:775,-39,11.2,0.0,0.8,32.963585,-117.06461,0.0,true,3,17,-1.91,242.25,-0.96,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:48:199,-36,11.2,0.0,0.73,32.963585,-117.06461,0.01,true,3,17,-1.92,242.32,-0.96,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:48:305,-33,11.2,0.0,0.73,32.963585,-117.06461,0.01,true,3,17,-1.91,242.33,-0.99,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:48:505,-44,11.2,0.0,0.71,32.963585,-117.06461,0.0,true,3,17,-1.91,242.36,-0.99,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:49:081,-33,11.2,0.0,0.76,32.963585,-117.06461,0.01,true,3,17,-1.91,242.43,-0.97,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:49:677,-33,11.2,0.0,0.79,32.963585,-117.06461,0.01,true,3,17,-1.92,242.5,-0.97,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:49:877,-44,11.2,0.0,0.81,32.963585,-117.06461,0.0,true,3,17,-1.93,242.53,-0.97,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:50:257,-39,11.2,0.0,0.73,32.963585,-117.06461,0.0,true,3,17,-1.92,242.57,-0.98,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:50:759,-36,11.1,0.0,0.65,32.963585,-117.06461,0.0,true,3,17,-1.88,242.65,-0.88,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:50:871,-32,11.1,0.0,0.49,32.963585,-117.06461,0.0,true,3,17,-1.89,242.67,-0.9,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:51:072,-37,10.9,0.0,-0.07,32.963585,-117.06461,0.02,true,3,17,-0.05,242.64,-0.53,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:51:455,-39,11.0,0.0,0.0,32.963585,-117.06461,0.08246211,true,3,17,0.35,242.39,0.12,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:52:246,-37,11.0,0.0,1.52,32.963585,-117.06461,0.10816654,true,3,17,-0.98,241.97,1.25,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:52:458,-34,11.0,0.0,1.78,32.963585,-117.06461,0.044721358,true,3,17,-0.18,242.12,1.26,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:52:830,-37,11.0,0.0,2.13,32.963585,-117.06461,0.07071068,true,3,17,-0.25,242.31,0.59,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:53:532,-34,11.0,0.0,2.83,32.963585,-117.06461,0.04,true,3,17,-1.44,242.64,0.78,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:53:735,-45,11.0,0.0,3.0,32.963585,-117.06461,0.041231055,true,3,17,-1.37,242.53,1.23,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:54:807,-42,11.0,0.0,4.3,32.963585,-117.06461,0.050990198,true,3,17,0.47,242.21,1.49,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:55:003,-37,10.9,0.0,4.54,32.963585,-117.06461,0.076157734,true,3,17,-0.36,242.23,3.73,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:55:687,-35,10.9,0.0,5.39,32.963585,-117.06461,0.28160256,true,3,17,-0.29,242.22,9.43,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:56:186,-33,10.9,0.0,6.19,32.963585,-117.06463,1.200708,true,3,17,-2.28,242.76,6.61,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:56:977,-36,10.9,0.0,7.28,32.963577,-117.064644,2.096974,true,3,17,-2.61,242.27,3.91,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:57:369,-40,10.9,0.0,7.81,32.963573,-117.06465,2.4334338,true,3,17,-1.88,242.4,2.86,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:57:616,-38,11.0,0.0,8.13,32.963573,-117.06465,2.4775996,true,3,17,-1.63,242.57,2.56,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:58:148,-34,10.9,0.0,8.47,32.963573,-117.06465,2.638655,true,3,17,2.02,243.11,2.43,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:58:651,-45,10.9,0.0,9.69,32.963562,-117.06468,2.8949957,true,3,17,0.22,242.83,2.75,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:58:849,-41,10.9,0.0,9.92,32.963562,-117.06468,2.9767432,true,3,17,-0.32,242.65,2.53,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:59:228,-37,10.9,0.0,10.31,32.96356,-117.06469,3.1403506,true,3,17,0.71,242.52,3.34,15,225,1,3,21,3,false,2,0,0.45
20150713 14:12:59:934,-43,10.9,0.0,11.44,32.96355,-117.06472,3.3172429,true,3,17,1.62,242.59,0.71,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:00:124,-39,10.9,0.0,11.71,32.96355,-117.06472,3.358467,true,3,17,0.35,242.27,0.79,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:00:534,-42,10.9,0.0,12.2,32.963547,-117.06474,3.3160217,true,3,17,0.4,242.33,2.91,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:01:107,-41,10.9,0.0,13.0,32.96354,-117.06476,3.4520283,true,3,17,1.94,242.48,1.35,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:01:309,-43,10.9,0.0,13.29,32.96354,-117.064766,3.483633,true,3,17,1.6,242.26,1.46,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:02:520,-43,10.9,0.0,15.09,32.96353,-117.064804,3.5512817,true,3,17,0.87,242.48,1.68,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:02:691,-41,10.9,0.0,15.33,32.963528,-117.06482,3.5587919,true,3,17,1.15,242.64,1.36,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:03:763,-45,10.9,0.0,17.0,32.96352,-117.06486,3.491504,true,3,17,0.09,242.34,3.5,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:03:967,-45,10.9,0.0,17.3,32.96352,-117.06487,3.5565856,true,3,17,0.47,242.34,3.35,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:05:144,-45,10.9,0.0,18.89,32.963512,-117.06491,3.4883235,true,3,17,2.06,242.28,3.51,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:05:261,-47,10.9,0.0,18.98,32.963512,-117.06491,3.4883235,true,3,17,2.04,242.35,3.65,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:05:828,-40,10.9,0.0,19.23,32.96351,-117.064926,3.5581598,true,3,17,1.14,242.27,3.57,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:06:331,-43,10.9,0.0,20.55,32.9635,-117.06495,3.5192757,true,3,17,1.83,242.55,3.8,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:07:121,-42,10.9,0.0,21.59,32.963497,-117.06497,3.5348833,true,3,17,-0.56,242.3,4.33,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:07:612,-45,10.9,0.0,22.32,32.963493,-117.065,3.4521008,true,3,17,0.84,242.13,3.52,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:07:831,-44,10.9,0.0,22.59,32.963493,-117.06501,3.4162114,true,3,17,1.01,242.48,3.55,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:08:406,-44,10.9,0.0,23.3,32.963486,-117.065025,3.3804438,true,3,17,-0.35,242.38,5.02,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:08:495,-48,10.9,0.0,23.44,32.963486,-117.065025,3.3804438,true,3,17,-0.5,242.21,4.81,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:08:605,-44,10.9,0.0,23.59,32.963486,-117.06504,3.369644,true,3,17,-0.08,242.05,4.7,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:09:889,-50,11.0,0.0,24.72,32.963474,-117.06508,3.3110876,true,3,17,0.66,243.05,5.09,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:10:567,-49,11.0,0.0,24.96,32.963467,-117.0651,3.339461,true,3,17,-0.19,242.68,4.98,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:10:945,-47,10.9,0.0,25.03,32.96346,-117.06512,3.3398504,true,3,17,0.38,242.76,4.42,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:11:753,-45,10.9,0.0,25.11,32.96345,-117.06514,3.2724915,true,3,17,0.53,243.02,5.91,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:12:829,-49,10.9,0.0,25.18,32.96344,-117.06518,3.2842045,true,3,17,0.87,243.44,6.07,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:12:923,-50,10.9,0.0,25.18,32.96344,-117.06518,3.2947383,true,3,17,0.95,243.51,5.91,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:13:536,-55,11.0,0.0,25.24,32.963432,-117.06519,3.381553,true,3,17,0.66,243.31,5.33,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:13:610,-57,11.0,0.0,25.24,32.963432,-117.0652,3.3909588,true,3,17,0.7,243.3,5.16,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:14:006,-53,11.0,0.0,25.2,32.963432,-117.0652,3.4363353,true,3,17,0.99,243.3,5.42,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:16:271,-55,10.9,0.0,25.19,32.963406,-117.06529,3.5102706,true,3,17,1.02,243.42,5.16,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:16:967,-56,10.9,0.0,25.19,32.963398,-117.06532,3.4474628,true,3,17,0.2,243.39,6.14,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:18:250,-55,10.9,0.0,25.71,32.963387,-117.06536,3.4981709,true,3,17,-0.56,243.21,6.59,15,225,1,3,21,3,false,2,0,0.45
20150713 14:13:19:612,-67,10.9,0.0,27.02,32.963375,-117.06541,3.5546167,true,3,17,0.27,236.5,7.47,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:21:541,-62,10.9,0.0,28.84,32.96335,-117.065475,3.553083,true,3,17,2.35,211.48999,6.59,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:22:175,-66,10.9,0.0,29.67,32.963333,-117.0655,3.434021,true,3,17,2.99,201.7,5.84,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:22:288,-65,10.9,0.0,29.75,32.963333,-117.0655,3.434021,true,3,17,3.14,200.38,6.15,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:23:278,-73,10.8,0.0,30.88,32.963314,-117.06552,3.3776915,true,3,17,5.63,194.31,6.42,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:24:048,-63,10.9,0.0,32.01,32.963295,-117.06555,3.4007204,true,3,17,5.2,194.51999,4.89,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:24:561,-62,10.9,0.0,32.67,32.963276,-117.06555,3.3655014,true,3,17,5.0,194.07,5.96,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:29:173,-63,10.8,0.0,39.24,32.963146,-117.06563,3.3849669,true,3,17,6.23,185.54999,4.24,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:29:674,-69,10.9,0.0,39.9,32.963135,-117.06563,3.393656,true,3,17,6.01,183.97,3.68,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:29:852,-63,10.9,0.0,40.1,32.96313,-117.06563,3.3459828,true,3,17,6.08,182.35,3.47,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:31:138,-68,10.8,0.0,41.85,32.963093,-117.06565,3.1675386,true,3,17,6.18,164.19,3.18,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:31:233,-70,10.8,0.0,41.98,32.963093,-117.06565,3.1675386,true,3,17,6.2,163.08002,3.33,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:31:331,-66,10.8,0.0,42.12,32.963093,-117.06565,3.1481583,true,3,17,6.18,161.95001,3.33,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:32:614,-64,10.8,0.0,44.03,32.963055,-117.06565,2.9837728,true,3,17,5.81,148.01001,3.42,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:33:017,-62,10.8,0.0,44.58,32.96304,-117.06565,2.980604,true,3,17,6.28,143.26001,2.65,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:33:893,-59,10.8,0.0,45.82,32.96302,-117.06565,2.9317062,true,3,17,6.09,134.12,2.07,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:34:294,-59,10.8,0.0,46.4,32.963013,-117.06565,2.9134343,true,3,17,6.12,130.01999,1.47,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:40:769,-70,10.9,0.0,50.98,32.962894,-117.06551,2.178302,true,3,17,2.56,101.70001,-5.16,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:43:565,-68,10.9,0.0,51.06,32.96288,-117.06548,0.44821867,true,3,17,-2.39,38.98,-1.38,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:44:443,-68,10.9,0.0,51.03,32.96288,-117.06548,0.23706539,true,3,17,-0.93,39.58,-2.49,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:45:583,-74,10.9,0.0,51.03,32.962875,-117.06548,0.156205,true,3,17,-1.86,39.37,-1.86,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:46:605,-67,10.9,0.0,51.06,32.962875,-117.06548,0.080622576,true,3,17,-1.34,39.55,-2.26,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:46:738,-73,10.9,0.0,51.08,32.962875,-117.06548,0.080622576,true,3,17,-1.47,39.51,-2.37,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:47:092,-68,10.9,0.0,51.11,32.962875,-117.06548,0.086023256,true,3,17,-1.58,39.31,-2.26,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:47:872,-71,10.9,0.0,51.11,32.962875,-117.06548,0.09486833,true,3,17,-2.1,39.14,-2.66,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:49:264,-74,10.8,0.0,51.14,32.962875,-117.065475,0.11313708,true,3,17,-2.92,38.95,-2.0,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:50:436,-72,10.9,0.0,51.14,32.962875,-117.065475,0.07071068,true,3,17,-2.68,38.83,-1.89,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:51:034,-70,10.9,0.0,51.1,32.962875,-117.065475,0.072111025,true,3,17,-2.87,38.99,-2.2,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:51:332,-75,10.8,0.0,51.05,32.962875,-117.065475,0.080622576,true,3,17,-3.41,39.04,-1.72,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:52:515,-75,10.9,0.0,51.06,32.962875,-117.065475,0.050990198,true,3,17,-3.13,39.19,-2.43,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:52:615,-76,10.9,0.0,51.04,32.962875,-117.065475,0.060827624,true,3,17,-3.06,39.18,-2.48,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:53:592,-71,10.8,0.0,51.05,32.962875,-117.065475,0.022360679,true,3,17,-3.26,39.08,-2.45,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:54:872,-68,10.9,0.0,51.12,32.962875,-117.065475,0.04,true,3,17,2.06,38.97,-2.27,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:55:460,-71,10.9,0.0,51.12,32.962875,-117.065475,0.4561798,true,3,17,0.8,38.7,-3.15,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:56:462,-71,10.8,0.0,51.09,32.962868,-117.06546,1.0290287,true,3,17,0.44,39.04,-2.86,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:56:779,-68,10.9,0.0,51.05,32.962864,-117.06546,1.1682465,true,3,17,-0.06,39.06,-2.89,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:57:636,-73,10.8,0.0,51.02,32.96286,-117.065445,1.4664924,true,3,17,-6.51,39.29,-2.76,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:58:216,-75,10.9,0.0,51.03,32.962856,-117.065445,1.2408465,true,3,17,-5.29,39.34,-2.0,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:58:755,-74,10.9,0.0,51.13,32.962852,-117.06544,0.9475231,true,3,17,-4.82,39.16,-1.05,15,225,1,3,21,3,false,2,0,0.4
20150713 14:13:59:060,-66,10.9,0.0,51.15,32.96285,-117.06544,0.85562843,true,3,17,-4.74,39.48,-1.46,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:00:022,-67,10.8,0.0,51.05,32.962845,-117.06544,0.47634023,true,3,17,-3.48,52.84,-2.05,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:00:205,-61,10.9,0.0,51.06,32.962845,-117.06544,0.43931764,true,3,17,-2.92,55.64,-2.15,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:01:487,-58,10.9,0.0,51.04,32.96284,-117.06544,0.22022715,true,3,17,-2.81,59.129997,-2.94,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:02:586,-63,10.8,0.0,51.02,32.96284,-117.06544,0.1,true,3,17,-1.75,64.09,-3.53,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:03:935,-61,10.8,0.0,51.08,32.96284,-117.06544,0.022360679,true,3,17,1.31,96.5,-3.24,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:04:820,-58,10.8,0.0,51.04,32.96284,-117.06542,0.031622775,true,3,17,0.98,94.82001,-3.44,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:05:113,-58,10.8,0.0,51.06,32.96284,-117.06542,0.036055513,true,3,17,0.98,91.69,-3.49,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:06:002,-58,10.9,0.0,51.12,32.96284,-117.06542,0.06324555,true,3,17,-1.22,69.46,-1.67,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:07:409,-61,10.8,0.0,51.07,32.96284,-117.06542,0.8005623,true,3,17,-1.16,71.84,-1.12,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:08:667,-61,10.8,0.0,51.1,32.962845,-117.06541,1.2816006,true,3,17,-0.93,71.51,-0.33,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:09:166,-61,10.8,0.0,51.1,32.96285,-117.0654,1.5848343,true,3,17,-0.71,71.43,0.79,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:09:275,-62,10.8,0.0,51.07,32.96285,-117.0654,1.5848343,true,3,17,-0.76,71.39,0.79,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:09:944,-62,10.8,0.0,50.99,32.962856,-117.065384,2.0821624,true,3,17,-0.44,71.31,-1.12,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:10:236,-61,10.8,0.0,51.03,32.962856,-117.065384,2.1002142,true,3,17,0.51,71.29,-1.06,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:10:365,-60,10.8,0.0,51.07,32.962856,-117.06537,2.224972,true,3,17,0.64,71.29,-0.77,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:10:473,-66,10.8,0.0,51.08,32.962856,-117.06537,2.224972,true,3,17,0.63,71.32,-0.54,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:11:139,-58,10.8,0.0,51.11,32.96286,-117.06537,2.3631546,true,3,17,-0.46,71.83,-0.56,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:12:469,-65,10.8,0.0,51.17,32.962868,-117.06533,5.1835318,true,3,17,-0.57,71.97,0.47,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:12:655,-62,10.8,0.0,51.17,32.962875,-117.06532,2.84605,true,3,17,-0.32,72.06,0.07,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:12:901,-68,10.8,0.0,51.19,32.962875,-117.06531,2.9346209,true,3,17,-0.25,72.0,-0.07,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:13:689,-60,10.8,0.0,51.18,32.962875,-117.06531,2.9694612,true,3,17,0.7,76.72,0.29,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:14:196,-55,10.8,0.0,51.12,32.962883,-117.065285,3.0430577,true,3,17,2.32,90.79001,0.64,15,225,1,3,21,3,false,2,0,0.4
20150713 14:14:14:966,-53,10.8,0.0,51.09,32.962894,-117.06525,3.2518456,true,3,17,3.35,100.41,0.41,15,225,1,3,21,3,false,2,0,0.4
